epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1375.97,1.47186,1.35979,1.53001,0.11751,0.23431,0.08636,0.03114,2.95948,18.2647,3.57925,0.000543844,0.000543844,0.000543844
